Cultivar,LTE,Date,PI,DataType,Location
Concord,-27.03,3/30/15,Martinson,RawLTE,Geneva
Concord,-23.86,3/30/15,Martinson,RawLTE,Geneva
Concord,-26.13,3/30/15,Martinson,RawLTE,Geneva
Concord,-27.23,3/30/15,Martinson,RawLTE,Geneva
Concord,-25.32,3/30/15,Martinson,RawLTE,Geneva
Concord,-26.72,3/30/15,Martinson,RawLTE,Geneva
Concord,-27.52,3/30/15,Martinson,RawLTE,Geneva
Concord,-25.43,3/30/15,Martinson,RawLTE,Geneva
Concord,-27.25,3/30/15,Martinson,RawLTE,Geneva
Concord,-28.17,3/30/15,Martinson,RawLTE,Geneva
Concord,-25.84,3/30/15,Martinson,RawLTE,Geneva
Concord,-27.14,3/30/15,Martinson,RawLTE,Geneva
Concord,-28.34,3/30/15,Martinson,RawLTE,Geneva
Concord,-26.72,3/30/15,Martinson,RawLTE,Geneva
Concord,-27.8,3/30/15,Martinson,RawLTE,Geneva
Concord,-28.67,3/30/15,Martinson,RawLTE,Geneva
Concord,-27,3/30/15,Martinson,RawLTE,Geneva
Concord,-28.38,3/30/15,Martinson,RawLTE,Geneva
Concord,-29,3/30/15,Martinson,RawLTE,Geneva
Concord,-27.09,3/30/15,Martinson,RawLTE,Geneva
Concord,-28.81,3/30/15,Martinson,RawLTE,Geneva
Concord,-29.51,3/30/15,Martinson,RawLTE,Geneva
Concord,-28.54,3/30/15,Martinson,RawLTE,Geneva
Concord,-26.43,4/1/15,Londo,RawLTE,Geneva
Concord,-24.49,4/1/15,Londo,RawLTE,Geneva
Concord,-24.29,4/1/15,Londo,RawLTE,Geneva
Concord,-24.14,4/1/15,Londo,RawLTE,Geneva
Concord,-23.38,4/1/15,Londo,RawLTE,Geneva
Concord,-22.89,4/1/15,Londo,RawLTE,Geneva
Concord,-22.88,4/1/15,Londo,RawLTE,Geneva
Concord,-22.64,4/1/15,Londo,RawLTE,Geneva
Concord,-21.97,4/1/15,Londo,RawLTE,Geneva
Concord,-21.66,4/1/15,Londo,RawLTE,Geneva
Concord,-17.75,4/1/15,Londo,RawLTE,Geneva
Concord,-18.91,4/6/15,Martinson,RawLTE,Geneva
Concord,-19.4,4/6/15,Martinson,RawLTE,Geneva
Concord,-17.19,4/6/15,Martinson,RawLTE,Geneva
Concord,-19.31,4/6/15,Martinson,RawLTE,Geneva
Concord,-20.19,4/6/15,Martinson,RawLTE,Geneva
Concord,-18.28,4/6/15,Martinson,RawLTE,Geneva
Concord,-19.58,4/6/15,Martinson,RawLTE,Geneva
Concord,-21.35,4/6/15,Martinson,RawLTE,Geneva
Concord,-18.46,4/6/15,Martinson,RawLTE,Geneva
Concord,-19.87,4/6/15,Martinson,RawLTE,Geneva
Concord,-22.38,4/6/15,Martinson,RawLTE,Geneva
Concord,-18.64,4/6/15,Martinson,RawLTE,Geneva
Concord,-20.17,4/6/15,Martinson,RawLTE,Geneva
Concord,-22.58,4/6/15,Martinson,RawLTE,Geneva
Concord,-18.82,4/6/15,Martinson,RawLTE,Geneva
Concord,-20.34,4/6/15,Martinson,RawLTE,Geneva
Concord,-24.01,4/6/15,Martinson,RawLTE,Geneva
Concord,-19.18,4/6/15,Martinson,RawLTE,Geneva
Concord,-21.4,4/6/15,Martinson,RawLTE,Geneva
Concord,-24.12,4/6/15,Martinson,RawLTE,Geneva
Concord,-19.68,4/6/15,Martinson,RawLTE,Geneva
Concord,-21.64,4/6/15,Martinson,RawLTE,Geneva
Concord,-25.73,4/6/15,Martinson,RawLTE,Geneva
Concord,-20.19,4/6/15,Martinson,RawLTE,Geneva
Concord,-23.13,4/6/15,Martinson,RawLTE,Geneva
Concord,-27.57,4/6/15,Martinson,RawLTE,Geneva
Concord,-20.4,4/6/15,Martinson,RawLTE,Geneva
Concord,-23.85,4/6/15,Martinson,RawLTE,Geneva
Concord,-27.9,4/6/15,Martinson,RawLTE,Geneva
Concord,-24.11,4/6/15,Martinson,RawLTE,Geneva
Concord,-11.05,11/1/16,Martinson,RawLTE,Geneva
Concord,-12.83,11/1/16,Martinson,RawLTE,Geneva
Concord,-13.09,11/1/16,Martinson,RawLTE,Geneva
Concord,-13.5,11/1/16,Martinson,RawLTE,Geneva
Concord,-15,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.01,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.19,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.2,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.23,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.33,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.6,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.65,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.78,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.79,11/1/16,Martinson,RawLTE,Geneva
Concord,-15.97,11/1/16,Martinson,RawLTE,Geneva
Concord,-16,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.11,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.18,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.21,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.22,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.31,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.39,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.39,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.75,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.78,11/1/16,Martinson,RawLTE,Geneva
Concord,-16.85,11/1/16,Martinson,RawLTE,Geneva
Concord,-17,11/1/16,Martinson,RawLTE,Geneva
Concord,-17.04,11/1/16,Martinson,RawLTE,Geneva
Concord,-17.34,11/1/16,Martinson,RawLTE,Geneva
Concord,-18.06,11/1/16,Martinson,RawLTE,Geneva
Concord,-8,11/8/16,Martinson,RawLTE,Geneva
Concord,-10.3,11/8/16,Martinson,RawLTE,Geneva
Concord,-13.03,11/8/16,Martinson,RawLTE,Geneva
Concord,-13.31,11/8/16,Martinson,RawLTE,Geneva
Concord,-13.71,11/8/16,Martinson,RawLTE,Geneva
Concord,-15.83,11/8/16,Martinson,RawLTE,Geneva
Concord,-15.93,11/8/16,Martinson,RawLTE,Geneva
Concord,-16.06,11/8/16,Martinson,RawLTE,Geneva
Concord,-16.16,11/8/16,Martinson,RawLTE,Geneva
Concord,-16.24,11/8/16,Martinson,RawLTE,Geneva
Concord,-16.37,11/8/16,Martinson,RawLTE,Geneva
Concord,-16.74,11/8/16,Martinson,RawLTE,Geneva
Concord,-16.92,11/8/16,Martinson,RawLTE,Geneva
Concord,-16.95,11/8/16,Martinson,RawLTE,Geneva
Concord,-17.03,11/8/16,Martinson,RawLTE,Geneva
Concord,-17.24,11/8/16,Martinson,RawLTE,Geneva
Concord,-17.3,11/8/16,Martinson,RawLTE,Geneva
Concord,-17.32,11/8/16,Martinson,RawLTE,Geneva
Concord,-17.47,11/8/16,Martinson,RawLTE,Geneva
Concord,-17.74,11/8/16,Martinson,RawLTE,Geneva
Concord,-17.82,11/8/16,Martinson,RawLTE,Geneva
Concord,-17.86,11/8/16,Martinson,RawLTE,Geneva
Concord,-18,11/8/16,Martinson,RawLTE,Geneva
Concord,-18.2,11/8/16,Martinson,RawLTE,Geneva
Concord,-18.24,11/8/16,Martinson,RawLTE,Geneva
Concord,-18.33,11/8/16,Martinson,RawLTE,Geneva
Concord,-18.51,11/8/16,Martinson,RawLTE,Geneva
Concord,-18.78,11/8/16,Martinson,RawLTE,Geneva
Concord,-18.89,11/8/16,Martinson,RawLTE,Geneva
Concord,-19.32,11/8/16,Martinson,RawLTE,Geneva
Concord,-15.75,11/14/16,Martinson,RawLTE,Geneva
Concord,-16.73,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.28,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.46,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.53,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.55,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.65,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.69,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.74,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.76,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.79,11/14/16,Martinson,RawLTE,Geneva
Concord,-17.91,11/14/16,Martinson,RawLTE,Geneva
Concord,-18,11/14/16,Martinson,RawLTE,Geneva
Concord,-18.04,11/14/16,Martinson,RawLTE,Geneva
Concord,-18.05,11/14/16,Martinson,RawLTE,Geneva
Concord,-18.34,11/14/16,Martinson,RawLTE,Geneva
Concord,-18.38,11/14/16,Martinson,RawLTE,Geneva
Concord,-18.53,11/14/16,Martinson,RawLTE,Geneva
Concord,-18.54,11/14/16,Martinson,RawLTE,Geneva
Concord,-18.63,11/14/16,Martinson,RawLTE,Geneva
Concord,-18.81,11/14/16,Martinson,RawLTE,Geneva
Concord,-19.12,11/14/16,Martinson,RawLTE,Geneva
Concord,-19.16,11/14/16,Martinson,RawLTE,Geneva
Concord,-19.7,11/14/16,Martinson,RawLTE,Geneva
Concord,-19.75,11/14/16,Martinson,RawLTE,Geneva
Concord,-19.79,11/14/16,Martinson,RawLTE,Geneva
Concord,-19.88,11/14/16,Martinson,RawLTE,Geneva
Concord,-19.96,11/14/16,Martinson,RawLTE,Geneva
Concord,-21.49,11/14/16,Martinson,RawLTE,Geneva
Concord,-21.64,11/14/16,Martinson,RawLTE,Geneva
Concord,-13.44,11/22/16,Martinson,RawLTE,Geneva
Concord,-15.08,11/22/16,Martinson,RawLTE,Geneva
Concord,-17.23,11/22/16,Martinson,RawLTE,Geneva
Concord,-17.7,11/22/16,Martinson,RawLTE,Geneva
Concord,-18.2,11/22/16,Martinson,RawLTE,Geneva
Concord,-18.52,11/22/16,Martinson,RawLTE,Geneva
Concord,-18.67,11/22/16,Martinson,RawLTE,Geneva
Concord,-18.77,11/22/16,Martinson,RawLTE,Geneva
Concord,-18.82,11/22/16,Martinson,RawLTE,Geneva
Concord,-19,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.05,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.08,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.28,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.43,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.51,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.6,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.71,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.75,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.92,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.96,11/22/16,Martinson,RawLTE,Geneva
Concord,-19.97,11/22/16,Martinson,RawLTE,Geneva
Concord,-20.48,11/22/16,Martinson,RawLTE,Geneva
Concord,-20.92,11/22/16,Martinson,RawLTE,Geneva
Concord,-20.99,11/22/16,Martinson,RawLTE,Geneva
Concord,-21,11/22/16,Martinson,RawLTE,Geneva
Concord,-21.12,11/22/16,Martinson,RawLTE,Geneva
Concord,-21.24,11/22/16,Martinson,RawLTE,Geneva
Concord,-21.75,11/22/16,Martinson,RawLTE,Geneva
Concord,-22.25,11/22/16,Martinson,RawLTE,Geneva
Concord,-22.56,11/22/16,Martinson,RawLTE,Geneva
Concord,-17.74,11/28/16,Martinson,RawLTE,Geneva
Concord,-17.89,11/28/16,Martinson,RawLTE,Geneva
Concord,-18.05,11/28/16,Martinson,RawLTE,Geneva
Concord,-18.91,11/28/16,Martinson,RawLTE,Geneva
Concord,-18.95,11/28/16,Martinson,RawLTE,Geneva
Concord,-19.06,11/28/16,Martinson,RawLTE,Geneva
Concord,-19.32,11/28/16,Martinson,RawLTE,Geneva
Concord,-19.51,11/28/16,Martinson,RawLTE,Geneva
Concord,-19.52,11/28/16,Martinson,RawLTE,Geneva
Concord,-19.71,11/28/16,Martinson,RawLTE,Geneva
Concord,-19.88,11/28/16,Martinson,RawLTE,Geneva
Concord,-19.88,11/28/16,Martinson,RawLTE,Geneva
Concord,-19.89,11/28/16,Martinson,RawLTE,Geneva
Concord,-20.17,11/28/16,Martinson,RawLTE,Geneva
Concord,-20.28,11/28/16,Martinson,RawLTE,Geneva
Concord,-20.43,11/28/16,Martinson,RawLTE,Geneva
Concord,-20.55,11/28/16,Martinson,RawLTE,Geneva
Concord,-20.68,11/28/16,Martinson,RawLTE,Geneva
Concord,-20.8,11/28/16,Martinson,RawLTE,Geneva
Concord,-20.86,11/28/16,Martinson,RawLTE,Geneva
Concord,-21.57,11/28/16,Martinson,RawLTE,Geneva
Concord,-21.71,11/28/16,Martinson,RawLTE,Geneva
Concord,-21.92,11/28/16,Martinson,RawLTE,Geneva
Concord,-22.15,11/28/16,Martinson,RawLTE,Geneva
Concord,-22.31,11/28/16,Martinson,RawLTE,Geneva
Concord,-22.38,11/28/16,Martinson,RawLTE,Geneva
Concord,-22.58,11/28/16,Martinson,RawLTE,Geneva
Concord,-22.65,11/28/16,Martinson,RawLTE,Geneva
Concord,-23.07,11/28/16,Martinson,RawLTE,Geneva
Concord,-23.14,11/28/16,Martinson,RawLTE,Geneva
Concord,-17.08,12/5/16,Martinson,RawLTE,Geneva
Concord,-18.49,12/5/16,Martinson,RawLTE,Geneva
Concord,-18.84,12/5/16,Martinson,RawLTE,Geneva
Concord,-18.89,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.01,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.06,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.42,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.43,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.55,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.6,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.85,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.91,12/5/16,Martinson,RawLTE,Geneva
Concord,-19.92,12/5/16,Martinson,RawLTE,Geneva
Concord,-20.38,12/5/16,Martinson,RawLTE,Geneva
Concord,-20.39,12/5/16,Martinson,RawLTE,Geneva
Concord,-20.57,12/5/16,Martinson,RawLTE,Geneva
Concord,-20.75,12/5/16,Martinson,RawLTE,Geneva
Concord,-20.88,12/5/16,Martinson,RawLTE,Geneva
Concord,-20.89,12/5/16,Martinson,RawLTE,Geneva
Concord,-20.92,12/5/16,Martinson,RawLTE,Geneva
Concord,-20.92,12/5/16,Martinson,RawLTE,Geneva
Concord,-21.34,12/5/16,Martinson,RawLTE,Geneva
Concord,-21.9,12/5/16,Martinson,RawLTE,Geneva
Concord,-22.65,12/5/16,Martinson,RawLTE,Geneva
Concord,-23.15,12/5/16,Martinson,RawLTE,Geneva
Concord,-23.55,12/5/16,Martinson,RawLTE,Geneva
Concord,-24.5,12/5/16,Martinson,RawLTE,Geneva
Concord,-24.79,12/5/16,Martinson,RawLTE,Geneva
Concord,-24.92,12/5/16,Martinson,RawLTE,Geneva
Concord,-25.27,12/5/16,Martinson,RawLTE,Geneva
Concord,-21.83,12/12/16,Martinson,RawLTE,Geneva
Concord,-22.52,12/12/16,Martinson,RawLTE,Geneva
Concord,-22.9,12/12/16,Martinson,RawLTE,Geneva
Concord,-23.26,12/12/16,Martinson,RawLTE,Geneva
Concord,-23.35,12/12/16,Martinson,RawLTE,Geneva
Concord,-23.37,12/12/16,Martinson,RawLTE,Geneva
Concord,-23.59,12/12/16,Martinson,RawLTE,Geneva
Concord,-23.82,12/12/16,Martinson,RawLTE,Geneva
Concord,-24,12/12/16,Martinson,RawLTE,Geneva
Concord,-24.25,12/12/16,Martinson,RawLTE,Geneva
Concord,-24.45,12/12/16,Martinson,RawLTE,Geneva
Concord,-24.5,12/12/16,Martinson,RawLTE,Geneva
Concord,-24.7,12/12/16,Martinson,RawLTE,Geneva
Concord,-24.77,12/12/16,Martinson,RawLTE,Geneva
Concord,-25.11,12/12/16,Martinson,RawLTE,Geneva
Concord,-25.14,12/12/16,Martinson,RawLTE,Geneva
Concord,-25.25,12/12/16,Martinson,RawLTE,Geneva
Concord,-25.38,12/12/16,Martinson,RawLTE,Geneva
Concord,-26.07,12/12/16,Martinson,RawLTE,Geneva
Concord,-26.08,12/12/16,Martinson,RawLTE,Geneva
Concord,-26.19,12/12/16,Martinson,RawLTE,Geneva
Concord,-26.36,12/12/16,Martinson,RawLTE,Geneva
Concord,-26.74,12/12/16,Martinson,RawLTE,Geneva
Concord,-26.86,12/12/16,Martinson,RawLTE,Geneva
Concord,-27.29,12/12/16,Martinson,RawLTE,Geneva
Concord,-27.37,12/12/16,Martinson,RawLTE,Geneva
Concord,-27.76,12/12/16,Martinson,RawLTE,Geneva
Concord,-27.78,12/12/16,Martinson,RawLTE,Geneva
Concord,-27.86,12/12/16,Martinson,RawLTE,Geneva
Concord,-28.64,12/12/16,Martinson,RawLTE,Geneva
Concord,-20.19,12/19/16,Martinson,RawLTE,Geneva
Concord,-22.66,12/19/16,Martinson,RawLTE,Geneva
Concord,-25.04,12/19/16,Martinson,RawLTE,Geneva
Concord,-25.26,12/19/16,Martinson,RawLTE,Geneva
Concord,-25.92,12/19/16,Martinson,RawLTE,Geneva
Concord,-26.46,12/19/16,Martinson,RawLTE,Geneva
Concord,-26.65,12/19/16,Martinson,RawLTE,Geneva
Concord,-26.89,12/19/16,Martinson,RawLTE,Geneva
Concord,-27.11,12/19/16,Martinson,RawLTE,Geneva
Concord,-27.21,12/19/16,Martinson,RawLTE,Geneva
Concord,-27.36,12/19/16,Martinson,RawLTE,Geneva
Concord,-27.47,12/19/16,Martinson,RawLTE,Geneva
Concord,-27.51,12/19/16,Martinson,RawLTE,Geneva
Concord,-27.57,12/19/16,Martinson,RawLTE,Geneva
Concord,-27.8,12/19/16,Martinson,RawLTE,Geneva
Concord,-27.95,12/19/16,Martinson,RawLTE,Geneva
Concord,-28,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.03,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.11,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.47,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.57,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.63,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.76,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.8,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.92,12/19/16,Martinson,RawLTE,Geneva
Concord,-28.93,12/19/16,Martinson,RawLTE,Geneva
Concord,-29.05,12/19/16,Martinson,RawLTE,Geneva
Concord,-29.33,12/19/16,Martinson,RawLTE,Geneva
Concord,-29.42,12/19/16,Martinson,RawLTE,Geneva
Concord,-29.92,12/19/16,Martinson,RawLTE,Geneva
Concord,-20.1,12/26/16,Martinson,RawLTE,Geneva
Concord,-21.06,12/26/16,Martinson,RawLTE,Geneva
Concord,-23,12/26/16,Martinson,RawLTE,Geneva
Concord,-24.17,12/26/16,Martinson,RawLTE,Geneva
Concord,-25.58,12/26/16,Martinson,RawLTE,Geneva
Concord,-25.74,12/26/16,Martinson,RawLTE,Geneva
Concord,-25.98,12/26/16,Martinson,RawLTE,Geneva
Concord,-26.42,12/26/16,Martinson,RawLTE,Geneva
Concord,-26.51,12/26/16,Martinson,RawLTE,Geneva
Concord,-26.87,12/26/16,Martinson,RawLTE,Geneva
Concord,-27.13,12/26/16,Martinson,RawLTE,Geneva
Concord,-27.3,12/26/16,Martinson,RawLTE,Geneva
Concord,-27.34,12/26/16,Martinson,RawLTE,Geneva
Concord,-27.54,12/26/16,Martinson,RawLTE,Geneva
Concord,-27.68,12/26/16,Martinson,RawLTE,Geneva
Concord,-27.72,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.04,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.08,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.27,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.31,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.37,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.4,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.53,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.71,12/26/16,Martinson,RawLTE,Geneva
Concord,-28.8,12/26/16,Martinson,RawLTE,Geneva
Concord,-29.19,12/26/16,Martinson,RawLTE,Geneva
Concord,-29.22,12/26/16,Martinson,RawLTE,Geneva
Concord,-29.31,12/26/16,Martinson,RawLTE,Geneva
Concord,-29.37,12/26/16,Martinson,RawLTE,Geneva
Concord,-30.84,12/26/16,Martinson,RawLTE,Geneva
Concord,-33.93,1/2/17,Martinson,RawLTE,Geneva
Concord,-33.72,1/2/17,Martinson,RawLTE,Geneva
Concord,-33.29,1/2/17,Martinson,RawLTE,Geneva
Concord,-33.22,1/2/17,Martinson,RawLTE,Geneva
Concord,-31.55,1/2/17,Martinson,RawLTE,Geneva
Concord,-31.02,1/2/17,Martinson,RawLTE,Geneva
Concord,-30.98,1/2/17,Martinson,RawLTE,Geneva
Concord,-30.49,1/2/17,Martinson,RawLTE,Geneva
Concord,-29.78,1/2/17,Martinson,RawLTE,Geneva
Concord,-29.68,1/2/17,Martinson,RawLTE,Geneva
Concord,-29.65,1/2/17,Martinson,RawLTE,Geneva
Concord,-29.37,1/2/17,Martinson,RawLTE,Geneva
Concord,-29.56,1/2/17,Martinson,RawLTE,Geneva
Concord,-29.2,1/2/17,Martinson,RawLTE,Geneva
Concord,-28.94,1/2/17,Martinson,RawLTE,Geneva
Concord,-28.82,1/2/17,Martinson,RawLTE,Geneva
Concord,-28.56,1/2/17,Martinson,RawLTE,Geneva
Concord,-28.38,1/2/17,Martinson,RawLTE,Geneva
Concord,-28.19,1/2/17,Martinson,RawLTE,Geneva
Concord,-27.24,1/2/17,Martinson,RawLTE,Geneva
Concord,-26.4,1/2/17,Martinson,RawLTE,Geneva
Concord,-26.23,1/2/17,Martinson,RawLTE,Geneva
Concord,-24.69,1/2/17,Martinson,RawLTE,Geneva
Concord,-24.14,1/2/17,Martinson,RawLTE,Geneva
Concord,-23.73,1/2/17,Martinson,RawLTE,Geneva
Concord,-21.77,1/2/17,Martinson,RawLTE,Geneva
Concord,-21.47,1/2/17,Martinson,RawLTE,Geneva
Concord,-21.39,1/2/17,Martinson,RawLTE,Geneva
Concord,-20.41,1/2/17,Martinson,RawLTE,Geneva
Concord,-20.09,1/2/17,Martinson,RawLTE,Geneva
Concord,-24.13,1/11/17,Martinson,RawLTE,Geneva
Concord,-25.82,1/11/17,Martinson,RawLTE,Geneva
Concord,-26.83,1/11/17,Martinson,RawLTE,Geneva
Concord,-27.61,1/11/17,Martinson,RawLTE,Geneva
Concord,-27.77,1/11/17,Martinson,RawLTE,Geneva
Concord,-27.89,1/11/17,Martinson,RawLTE,Geneva
Concord,-27.9,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.11,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.18,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.34,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.43,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.52,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.52,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.57,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.6,1/11/17,Martinson,RawLTE,Geneva
Concord,-28.85,1/11/17,Martinson,RawLTE,Geneva
Concord,-29.06,1/11/17,Martinson,RawLTE,Geneva
Concord,-29.29,1/11/17,Martinson,RawLTE,Geneva
Concord,-29.3,1/11/17,Martinson,RawLTE,Geneva
Concord,-29.31,1/11/17,Martinson,RawLTE,Geneva
Concord,-29.49,1/11/17,Martinson,RawLTE,Geneva
Concord,-29.69,1/11/17,Martinson,RawLTE,Geneva
Concord,-30,1/11/17,Martinson,RawLTE,Geneva
Concord,-30.07,1/11/17,Martinson,RawLTE,Geneva
Concord,-30.46,1/11/17,Martinson,RawLTE,Geneva
Concord,-30.78,1/11/17,Martinson,RawLTE,Geneva
Concord,-31.08,1/11/17,Martinson,RawLTE,Geneva
Concord,-31.19,1/11/17,Martinson,RawLTE,Geneva
Concord,-31.67,1/11/17,Martinson,RawLTE,Geneva
Concord,-32.71,1/11/17,Martinson,RawLTE,Geneva
Concord,-25.91,1/16/17,Martinson,RawLTE,Geneva
Concord,-27.46,1/16/17,Martinson,RawLTE,Geneva
Concord,-27.72,1/16/17,Martinson,RawLTE,Geneva
Concord,-27.83,1/16/17,Martinson,RawLTE,Geneva
Concord,-27.95,1/16/17,Martinson,RawLTE,Geneva
Concord,-28.05,1/16/17,Martinson,RawLTE,Geneva
Concord,-28.12,1/16/17,Martinson,RawLTE,Geneva
Concord,-28.47,1/16/17,Martinson,RawLTE,Geneva
Concord,-28.78,1/16/17,Martinson,RawLTE,Geneva
Concord,-29,1/16/17,Martinson,RawLTE,Geneva
Concord,-29,1/16/17,Martinson,RawLTE,Geneva
Concord,-29.23,1/16/17,Martinson,RawLTE,Geneva
Concord,-29.25,1/16/17,Martinson,RawLTE,Geneva
Concord,-29.3,1/16/17,Martinson,RawLTE,Geneva
Concord,-29.48,1/16/17,Martinson,RawLTE,Geneva
Concord,-29.63,1/16/17,Martinson,RawLTE,Geneva
Concord,-29.96,1/16/17,Martinson,RawLTE,Geneva
Concord,-30.24,1/16/17,Martinson,RawLTE,Geneva
Concord,-30.69,1/16/17,Martinson,RawLTE,Geneva
Concord,-30.79,1/16/17,Martinson,RawLTE,Geneva
Concord,-30.81,1/16/17,Martinson,RawLTE,Geneva
Concord,-31,1/16/17,Martinson,RawLTE,Geneva
Concord,-31.15,1/16/17,Martinson,RawLTE,Geneva
Concord,-31.17,1/16/17,Martinson,RawLTE,Geneva
Concord,-31.85,1/16/17,Martinson,RawLTE,Geneva
Concord,-31.86,1/16/17,Martinson,RawLTE,Geneva
Concord,-32.22,1/16/17,Martinson,RawLTE,Geneva
Concord,-32.32,1/16/17,Martinson,RawLTE,Geneva
Concord,-32.57,1/16/17,Martinson,RawLTE,Geneva
Concord,-32.75,1/16/17,Martinson,RawLTE,Geneva
Concord,-24.45,1/23/17,Martinson,RawLTE,Geneva
Concord,-25.19,1/23/17,Martinson,RawLTE,Geneva
Concord,-25.3,1/23/17,Martinson,RawLTE,Geneva
Concord,-25.71,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.3,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.31,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.35,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.4,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.42,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.52,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.58,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.63,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.7,1/23/17,Martinson,RawLTE,Geneva
Concord,-26.74,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.03,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.11,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.12,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.31,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.33,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.39,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.46,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.55,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.7,1/23/17,Martinson,RawLTE,Geneva
Concord,-27.88,1/23/17,Martinson,RawLTE,Geneva
Concord,-28.12,1/23/17,Martinson,RawLTE,Geneva
Concord,-28.18,1/23/17,Martinson,RawLTE,Geneva
Concord,-28.51,1/23/17,Martinson,RawLTE,Geneva
Concord,-28.53,1/23/17,Martinson,RawLTE,Geneva
